pokedex_number,name,japanese_name,classfication,type1,type2,height_m,weight_kg,percentage_male,hp,speed,attack,sp_attack,defense,sp_defense,generation,is_legendary,base_egg_steps,experience_growth,capture_rate,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_happiness,base_total,abilities
695,Heliolisk,Elezardエレザード,Generator Pokémon,electric,normal,1,21,50,62,109,55,109,52,94,6,0,5120,1000000,75,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,70,481,"['Dry Skin', 'Sand Veil', 'Solar Power']"
696,Tyrunt,Chigorasチゴラス,Royal Heir Pokémon,rock,dragon,0.8,26,88.1,58,48,89,45,77,45,6,0,7680,1000000,45,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,70,362,"['Strong Jaw', 'Sturdy']"
697,Tyrantrum,Gachigorasガチゴラス,Despot Pokémon,rock,dragon,2.5,270,88.1,82,71,121,69,119,59,6,0,7680,1000000,45,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,70,521,"['Strong Jaw', 'Rock Head']"
698,Amaura,Amarusアマルス,Tundra Pokémon,rock,ice,1.3,25.2,88.1,77,46,59,67,50,63,6,0,7680,1000000,45,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,70,362,"['Refrigerate', 'Snow Warning']"
699,Aurorus,Amarurugaアマルルガ,Tundra Pokémon,rock,ice,2.7,225,88.1,123,58,77,99,72,92,6,0,7680,1000000,45,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,70,521,"['Refrigerate', 'Snow Warning']"
700,Sylveon,Nymphiaニンフィア,Intertwining Pokémon,fairy,,1,23.5,88.1,95,60,65,110,65,130,6,0,8960,1000000,45,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,70,525,"['Cute Charm', 'Pixilate']"
701,Hawlucha,Luchabullルチャブル,Wrestling Pokémon,fighting,flying,0.8,21.5,50,78,118,92,74,75,63,6,0,5120,1000000,100,0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1,70,500,"['Limber', 'Unburden', 'Mold Breaker']"
702,Dedenne,Dedenneデデンネ,Antenna Pokémon,electric,fairy,0.2,2.2,50,67,101,58,81,57,67,6,0,5120,1000000,180,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,70,431,"['Cheek Pouch', 'Pickup', 'Plus']"
703,Carbink,Melecieメレシー,Jewel Pokémon,rock,fairy,0.3,5.7,,50,50,50,50,150,150,6,0,6400,1250000,60,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,70,500,"['Clear Body', 'Sturdy']"
704,Goomy,Numeraヌメラ,Soft Tissue Pokémon,dragon,,0.3,2.8,50,45,40,50,55,35,75,6,0,10240,1250000,45,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,35,300,"['Sap Sipper', 'Hydration', 'Gooey']"
705,Sliggoo,Numeilヌメイル,Soft Tissue Pokémon,dragon,,0.8,17.5,50,68,60,75,83,53,113,6,0,10240,1250000,45,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,35,452,"['Sap Sipper', 'Hydration', 'Gooey']"
706,Goodra,Numelgonヌメルゴン,Dragon Pokémon,dragon,,2,150.5,50,90,80,100,110,70,150,6,0,10240,1250000,45,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,35,600,"['Sap Sipper', 'Hydration', 'Gooey']"
707,Klefki,Cleffyクレッフィ,Key Ring Pokémon,steel,fairy,0.2,3,50,57,75,80,80,91,87,6,0,5120,800000,75,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,70,470,"['Prankster', 'Magician']"
708,Phantump,Bokureiボクレー,Stump Pokémon,ghost,grass,0.4,7,50,43,38,70,50,48,60,6,0,5120,1000000,120,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,70,309,"['Natural Cure', 'Frisk', 'Harvest']"
709,Trevenant,Ohrotオーロット,Elder Tree Pokémon,ghost,grass,1.5,71,50,85,56,110,65,76,82,6,0,5120,1000000,60,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,70,474,"['Natural Cure', 'Frisk', 'Harvest']"
710,Pumpkaboo,Bakecchaバケッチャ,Pumpkin Pokémon,ghost,grass,0.8,15,50,59,41,66,44,70,55,6,0,5120,1000000,120,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,70,335,"['Pickup', 'Frisk', 'Insomnia']"
711,Gourgeist,Pumpjinパンプジン,Pumpkin Pokémon,ghost,grass,1.7,39,50,85,54,100,58,122,75,6,0,5120,1000000,60,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,70,494,"['Pickup', 'Frisk', 'Insomnia']"
712,Bergmite,Kachikohruカチコール,Ice Chunk Pokémon,ice,,1,99.5,50,55,28,69,32,85,35,6,0,5120,1000000,190,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,70,304,"['Own Tempo', 'Ice Body', 'Sturdy']"
713,Avalugg,Crebaseクレベース,Iceberg Pokémon,ice,,2,505,50,95,28,117,44,184,46,6,0,5120,1000000,55,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,70,514,"['Own Tempo', 'Ice Body', 'Sturdy']"
714,Noibat,Onbatオンバット,Sound Wave Pokémon,flying,dragon,0.5,8,50,40,55,30,45,35,40,6,0,5120,1000000,190,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,70,245,"['Frisk', 'Infiltrator', 'Telepathy']"
715,Noivern,Onvernオンバーン,Sound Wave Pokémon,flying,dragon,1.5,85,50,85,123,70,97,80,80,6,0,5120,1000000,45,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,70,535,"['Frisk', 'Infiltrator', 'Telepathy']"
716,Xerneas,Xerneasゼルネアス,Life Pokémon,fairy,,3,215,,126,99,131,131,95,98,6,1,30720,1250000,45,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,0,680,['Fairy Aura']
717,Yveltal,Yveltalイベルタル,Destruction Pokémon,dark,flying,5.8,203,,126,99,131,131,95,98,6,1,30720,1250000,45,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,0,680,['Dark Aura']
718,Zygarde,Zygarde (10% Forme)ジガルデ,Order Pokémon,dragon,ground,5,284.6,,216,85,100,91,121,95,6,1,30720,1250000,3,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,0,708,"['Aura Break', 'Power Construct']"
719,Diancie,Diancieディアンシー,Jewel Pokémon,rock,fairy,0.7,8.8,,50,110,160,160,110,110,6,1,6400,1250000,3,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,70,700,['Clear Body']
720,Hoopa,Hoopa (imashimerareshi Hoopa)フーパ,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),psychic,ghost,,,,80,80,160,170,60,130,6,1,30720,1250000,3,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,100,680,['Magician']
721,Volcanion,Volcanionボルケニオン,Steam Pokémon,fire,water,1.7,195,,80,70,110,130,120,90,6,1,30720,1250000,3,0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1,100,600,['Water Absorb']
722,Rowlet,Mokurohモクロー,Grass Quill Pokémon,grass,flying,0.3,1.5,88.1,68,42,55,50,55,50,7,0,3840,1059860,45,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,70,320,"['Overgrow', 'Long Reach']"
723,Dartrix,Fukuthrowフクスロー,Blade Quill Pokémon,grass,flying,0.7,16,88.1,78,52,75,70,75,70,7,0,3840,1059860,45,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,70,420,"['Overgrow', 'Long Reach']"
724,Decidueye,Junaiperジュナイパー,Arrow Quill Pokémon,grass,ghost,1.6,36.6,88.1,78,70,107,100,75,100,7,0,3840,1059860,45,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,70,530,"['Overgrow', 'Long Reach']"
725,Litten,Nyabbyニャビー,Fire Cat Pokémon,fire,,0.4,4.3,88.1,45,70,65,60,40,40,7,0,3840,1059860,45,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,70,320,"['Blaze', 'Intimidate']"
726,Torracat,Nyaheatニャヒート,Fire Cat Pokémon,fire,,0.7,25,88.1,65,90,85,80,50,50,7,0,3840,1059860,45,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,70,420,"['Blaze', 'Intimidate']"
727,Incineroar,Gaogaenガオガエン,Heel Pokémon,fire,dark,1.8,83,88.1,95,60,115,80,90,90,7,0,3840,1059860,45,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,70,530,"['Blaze', 'Intimidate']"
728,Popplio,Ashimariアシマリ,Sea Lion Pokémon,water,,0.4,7.5,88.1,50,40,54,66,54,56,7,0,3840,1059860,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,320,"['Torrent', 'Liquid Voice']"
729,Brionne,Osyamariオシャマリ,Pop Star Pokémon,water,,0.6,17.5,88.1,60,50,69,91,69,81,7,0,3840,1059860,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,420,"['Torrent', 'Liquid Voice']"
730,Primarina,Ashireneアシレーヌ,Soloist Pokémon,water,fairy,1.8,44,88.1,80,60,74,126,74,116,7,0,3840,1059860,45,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,70,530,"['Torrent', 'Liquid Voice']"
731,Pikipek,Tsutsukeraツツケラ,Woodpecker Pokémon,normal,flying,0.3,1.2,50,35,65,75,30,30,30,7,0,3840,1000000,255,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,70,265,"['Keen Eye', 'Skill Link', 'Pickup']"
732,Trumbeak,Kerarappaケララッパ,Bugle Beak Pokémon,normal,flying,0.6,14.8,50,55,75,85,40,50,50,7,0,3840,1000000,120,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,70,355,"['Keen Eye', 'Skill Link', 'Pickup']"
733,Toucannon,Dodekabashiドデカバシ,Cannon Pokémon,normal,flying,1.1,26,50,80,60,120,75,75,75,7,0,3840,1000000,45,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,70,485,"['Keen Eye', 'Skill Link', 'Sheer Force']"
734,Yungoos,Youngooseヤングース,Loitering Pokémon,normal,,0.4,6,50,48,45,70,30,30,30,7,0,3840,1000000,255,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,253,"['Stakeout', 'Strong Jaw', 'Adaptability']"
735,Gumshoos,Dekagooseデカグース,Stakeout Pokémon,normal,,0.7,14.2,50,88,45,110,55,60,60,7,0,3840,1000000,127,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,418,"['Stakeout', 'Strong Jaw', 'Adaptability']"
736,Grubbin,Agojimushiアゴジムシ,Larva Pokémon,bug,,0.4,4.4,50,47,46,62,55,45,45,7,0,3840,1000000,255,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,70,300,['Swarm']
737,Charjabug,Dendimushiデンヂムシ,Battery Pokémon,bug,electric,0.5,10.5,50,57,36,82,55,95,75,7,0,3840,1000000,120,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,70,400,['Battery']
738,Vikavolt,Kuwagannonクワガノン,Stag Beetle Pokémon,bug,electric,1.5,45,50,77,43,70,145,90,75,7,0,3840,1000000,45,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,70,500,['Levitate']
739,Crabrawler,Makenkaniマケンカニ,Boxing Pokémon,fighting,,0.6,7,50,47,63,82,42,57,47,7,0,5120,1000000,225,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,70,338,"['Hyper Cutter', 'Iron Fist', 'Anger Point']"
740,Crabominable,Kekenkaniケケンカニ,Woolly Crab Pokémon,fighting,ice,1.7,180,50,97,43,132,62,77,67,7,0,5120,1000000,60,0.5,0.5,1,1,2,2,2,2,1,1,1,0.5,1,1,2,1,2,1,70,478,"['Hyper Cutter', 'Iron Fist', 'Anger Point']"
741,Oricorio,Odoridori (pachipachi Style)オドリドリ,Dancing Pokémon,fire,flying,0.6,3.4,24.6,75,93,70,98,70,70,7,0,5120,1000000,45,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,70,476,['Dancer']
742,Cutiefly,Abulyアブリー,Bee Fly Pokémon,bug,fairy,0.1,0.2,50,40,84,45,55,40,40,7,0,5120,1000000,190,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,70,304,"['Honey Gather', 'Shield Dust', 'Sweet Veil']"
743,Ribombee,Aburibbonアブリボン,Bee Fly Pokémon,bug,fairy,0.2,0.5,50,60,124,55,95,60,70,7,0,5120,1000000,75,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,70,464,"['Honey Gather', 'Shield Dust', 'Sweet Veil']"
744,Rockruff,Iwankoイワンコ,Puppy Pokémon,rock,,0.5,9.2,50,45,60,65,30,40,40,7,0,3840,1000000,190,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,70,280,"['Keen Eye', 'Vital Spirit', 'Steadfast']"
745,Lycanroc,Lugarugan (mahiru No Sugata)ルガルガン,Wolf Pokémon,rock,,,,50,85,82,115,55,75,75,7,0,3840,1000000,90,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,70,487,"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']"
746,Wishiwashi,Yowashi (tandoku No Sugata)ヨワシ,Small Fry Pokémon,water,,0.2,0.3,50,45,30,140,140,130,135,7,0,3840,800000,60,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,620,['Schooling']
747,Mareanie,Hidoideヒドイデ,Brutal Star Pokémon,poison,water,0.4,8,50,50,45,53,43,62,52,7,0,5120,1000000,190,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,70,305,"['Merciless', 'Limber', 'Regenerator']"
748,Toxapex,Dohidoideドヒドイデ,Brutal Star Pokémon,poison,water,0.7,14.5,50,50,35,63,53,152,142,7,0,5120,1000000,75,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,70,495,"['Merciless', 'Limber', 'Regenerator']"
749,Mudbray,Dorobankoドロバンコ,Donkey Pokémon,ground,,1,110,50,70,45,100,45,70,55,7,0,5120,1000000,190,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,70,385,"['Own Tempo', 'Stamina', 'Inner Focus']"
750,Mudsdale,Banbadoroバンバドロ,Draft Horse Pokémon,ground,,2.5,920,50,100,35,125,55,100,85,7,0,5120,1000000,60,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,70,500,"['Own Tempo', 'Stamina', 'Inner Focus']"
751,Dewpider,Shizukumoシズクモ,Water Bubble Pokémon,water,bug,0.3,4,50,38,27,40,40,52,72,7,0,3840,1000000,200,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,70,269,"['Water Bubble', 'Water Absorb']"
752,Araquanid,Onishizukumoオニシズクモ,Water Bubble Pokémon,water,bug,1.8,82,50,68,42,70,50,92,132,7,0,3840,1000000,100,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,70,454,"['Water Bubble', 'Water Absorb']"
753,Fomantis,Karikiriカリキリ,Sickle Grass Pokémon,grass,,0.3,1.5,50,40,35,55,50,35,35,7,0,5120,1000000,190,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,250,"['Leaf Guard', 'Contrary']"
754,Lurantis,Lalantesラランテス,Bloom Sickle Pokémon,grass,,0.9,18.5,50,70,45,105,80,90,90,7,0,5120,1000000,75,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,480,"['Leaf Guard', 'Contrary']"
755,Morelull,Nemasyuネマシュ,Illuminating Pokémon,grass,fairy,0.2,1.5,50,40,15,35,65,55,75,7,0,5120,1000000,190,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,70,285,"['Illuminate', 'Effect Spore', 'Rain Dish']"
756,Shiinotic,Mashadeマシェード,Illuminating Pokémon,grass,fairy,1,11.5,50,60,30,45,90,80,100,7,0,5120,1000000,75,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,70,405,"['Illuminate', 'Effect Spore', 'Rain Dish']"
757,Salandit,Yatoumoriヤトウモリ,Toxic Lizard Pokémon,poison,fire,0.6,4.8,88.1,48,77,44,71,40,40,7,0,5120,1000000,120,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,70,320,"['Corrosion', 'Oblivious']"
758,Salazzle,Ennewtエンニュート,Toxic Lizard Pokémon,poison,fire,1.2,22.2,0,68,117,64,111,60,60,7,0,5120,1000000,45,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,70,480,"['Corrosion', 'Oblivious']"
759,Stufful,Nuikogumaヌイコグマ,Flailing Pokémon,normal,fighting,0.5,6.8,50,70,50,75,45,50,50,7,0,3840,1000000,140,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,70,340,"['Fluffy', 'Klutz', 'Cute Charm']"
760,Bewear,Kiterugumaキテルグマ,Strong Arm Pokémon,normal,fighting,2.1,135,50,120,60,125,55,80,60,7,0,3840,1000000,70,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,70,500,"['Fluffy', 'Klutz', 'Unnerve']"
761,Bounsweet,Amakajiアマカジ,Fruit Pokémon,grass,,0.3,3.2,0,42,32,30,30,38,38,7,0,5120,1059860,235,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,210,"['Leaf Guard', 'Oblivious', 'Sweet Veil']"
762,Steenee,Amamaikoアママイコ,Fruit Pokémon,grass,,0.7,8.2,0,52,62,40,40,48,48,7,0,5120,1059860,120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,290,"['Leaf Guard', 'Oblivious', 'Sweet Veil']"
763,Tsareena,Amajoアマージョ,Fruit Pokémon,grass,,1.2,21.4,0,72,72,120,50,98,98,7,0,5120,1059860,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,510,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']"
764,Comfey,Cuwawaキュワワー,Posy Picker Pokémon,fairy,,0.1,0.3,24.6,51,100,52,82,90,110,7,0,5120,800000,60,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,70,485,"['Flower Veil', 'Triage', 'Natural Cure']"
765,Oranguru,Yareyuutanヤレユータン,Sage Pokémon,normal,psychic,1.5,76,50,90,60,60,90,80,110,7,0,5120,1250000,45,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,70,490,"['Inner Focus', 'Telepathy', 'Symbiosis']"
766,Passimian,Nagetukesaruナゲツケサル,Teamwork Pokémon,fighting,,2,82.8,50,100,80,120,40,90,60,7,0,5120,1250000,45,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,70,490,"['Receiver', 'Defiant']"
767,Wimpod,Kosokumushiコソクムシ,Turn Tail Pokémon,bug,water,0.5,12,50,25,80,35,20,40,30,7,0,5120,1000000,90,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,70,230,['Wimp Out']
768,Golisopod,Gusokumushaグソクムシャ,Hard Scale Pokémon,bug,water,2,108,50,75,40,125,60,140,90,7,0,5120,1000000,45,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,70,530,['Emergency Exit']
769,Sandygast,Sunabaスナバァ,Sand Heap Pokémon,ghost,ground,0.5,70,50,55,15,55,70,80,45,7,0,3840,1000000,140,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,70,320,"['Water Compaction', 'Sand Veil']"
770,Palossand,Sirodethnaシロデスナ,Sand Castle Pokémon,ghost,ground,1.3,250,50,85,35,75,100,110,75,7,0,3840,1000000,60,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,70,480,"['Water Compaction', 'Sand Veil']"
771,Pyukumuku,Namakobushiナマコブシ,Sea Cucumber Pokémon,water,,0.3,1.2,50,55,5,60,30,130,130,7,0,3840,800000,60,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,410,"['Innards Out', 'Unaware']"
772,Type: Null,Type: Nullタイプ：ヌル,Synthetic Pokémon,normal,,1.9,120.5,,95,59,95,95,95,95,7,0,30720,1250000,3,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,0,534,['Battle Armor']
773,Silvally,Silvadyシルヴァディ,Synthetic Pokémon,normal,,2.3,100.5,,95,95,95,95,95,95,7,0,30720,1250000,3,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,0,570,['RKS System']
774,Minior,Metenoメテノ,Meteor Pokémon,rock,flying,0.3,40,,60,120,100,100,60,60,7,0,6400,1059860,30 (Meteorite)255 (Core),0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,70,500,['Shields Down']
775,Komala,Nekkoaraネッコアラ,Drowsing Pokémon,normal,,0.4,19.9,50,65,65,115,75,65,95,7,0,5120,1250000,45,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,480,['Comatose']
776,Turtonator,Bakugamesバクガメス,Blast Turtle Pokémon,fire,dragon,2,212,50,60,36,78,91,135,85,7,0,5120,1000000,70,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,70,485,['Shell Armor']
777,Togedemaru,Togedemaruトゲデマル,Roly-Poly Pokémon,electric,steel,0.3,3.3,50,65,96,98,40,63,73,7,0,2560,1000000,180,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,70,435,"['Iron Barbs', 'Lightningrod', 'Sturdy']"
778,Mimikyu,Mimikkyuミミッキュ,Disguise Pokémon,ghost,fairy,0.2,0.7,50,55,96,90,50,80,105,7,0,5120,1000000,45,0.25,1,0,1,1,0,1,1,2,1,1,1,0,1,1,1,2,1,70,476,['Disguise']
779,Bruxish,Hagigishiriハギギシリ,Gnash Teeth Pokémon,water,psychic,0.9,19,50,68,92,105,70,70,70,7,0,3840,1000000,80,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,70,475,"['Dazzling', 'Strong Jaw', 'Wonder Skin ']"
780,Drampa,Jijilongジジーロン,Placid Pokémon,normal,dragon,3,185,50,78,36,60,135,85,91,7,0,5120,1000000,70,1,1,2,0.5,2,2,0.5,1,0,0.5,1,2,1,1,1,1,1,0.5,70,485,"['Berserk', 'Sap Sipper', 'Cloud Nine']"
781,Dhelmise,Dadarinダダリン,Sea Creeper Pokémon,ghost,grass,3.9,210,,70,40,131,86,100,90,7,0,6400,1000000,25,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,70,517,['Steelworker']
782,Jangmo-o,Jyarakoジャラコ,Scaly Pokémon,dragon,,0.6,29.7,50,45,45,55,45,65,45,7,0,10240,1250000,45,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,70,300,"['Bulletproof', 'Soundproof', 'Overcoat']"
783,Hakamo-o,Jyarangoジャランゴ,Scaly Pokémon,dragon,fighting,1.2,47,50,55,65,75,65,90,70,7,0,10240,1250000,45,0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,70,420,"['Bulletproof', 'Soundproof', 'Overcoat']"
784,Kommo-o,Jyararangaジャラランガ,Scaly Pokémon,dragon,fighting,1.6,78.2,50,75,85,110,100,125,105,7,0,10240,1250000,45,0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5,70,600,"['Bulletproof', 'Soundproof', 'Overcoat']"
785,Tapu Koko,Kapu-kokekoカプ・コケコ,Land Spirit Pokémon,electric,fairy,1.8,20.5,,70,130,115,95,85,75,7,1,3840,1250000,3,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,70,570,"['Electric Surge', 'Telepathy']"
786,Tapu Lele,Kapu-tetefuカプ・テテフ,Land Spirit Pokémon,psychic,fairy,1.2,18.6,,70,95,85,130,75,115,7,1,3840,1250000,3,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,70,570,"['Psychic Surge', 'Telepathy']"
787,Tapu Bulu,Kapu-bululカプ・ブルル,Land Spirit Pokémon,grass,fairy,1.9,45.5,,70,75,130,85,115,95,7,1,3840,1250000,3,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,70,570,"['Grassy Surge', 'Telepathy']"
788,Tapu Fini,Kapu-rehireカプ・レヒレ,Land Spirit Pokémon,water,fairy,1.3,21.2,,70,85,75,95,115,130,7,1,3840,1250000,3,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,70,570,"['Misty Surge', 'Telepathy']"
789,Cosmog,Cosmogコスモッグ,Nebula Pokémon,psychic,,0.2,0.1,,43,37,29,29,31,31,7,1,30720,1250000,45,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,200,['Unaware']
790,Cosmoem,Cosmovumコスモウム,Protostar Pokémon,psychic,,0.1,999.9,,43,37,29,29,131,131,7,1,30720,1250000,45,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,400,['Sturdy']
791,Solgaleo,Solgaleoソルガレオ,Sunne Pokémon,psychic,steel,3.4,230,,137,97,137,113,107,89,7,1,30720,1250000,45,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,0,680,['Full Metal Body']
792,Lunala,Lunalaルナアーラ,Moone Pokémon,psychic,ghost,4,120,,137,97,113,137,89,107,7,1,30720,1250000,45,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,0,680,['Shadow Shield']
